PARTICIPANT_ID,AGE,GENDER,AvgTimeForAllMarathons2012,AvgTimeForAllMarathons2013,AvgTimeForAllMarathons2014,AvgTimeInAllMarathons,AvgTimeInAllEvents,TotalNoOfMarathonEvents,AvgTimeForAllMarathons2015
4538,45,0,343,355,404,384,297.5,0,393
3456,27,1,343,355,390,390,390,1,393
7678,37,0,343,434,404,434,451.33,1,393
4761,35,0,352,355,404,352,336.5,1,393
8176,53,0,343,355,404,384,484,0,393
4369,53,0,343,355,404,460,393,1,460
4867,42,0,343,355,359,359,310.23,1,393
5365,32,1,343,355,404,335,335,1,335
539,35,1,343,355,404,298,296.33,1,298
1037,62,0,343,544,404,544,544,1,393
1535,40,1,309,307,329,315,315,3,393
8697,53,0,343,355,404,384,329,0,393
4973,30,0,343,355,404,347,309,1,347
5059,26,0,343,431,404,431,412.67,1,393
8305,23,0,343,302,312,307,302.11,2,393
6055,32,0,343,355,450,450,395.86,1,393
645,33,1,343,350,404,350,349.14,1,393
1727,42,0,343,355,417,417,362.8,1,393
3977,38,1,343,305,404,305,309.2,1,393
8368,33,1,343,329,330,329.5,329.5,2,393
7286,21,0,343,357,404,357,357,1,393
8113,37,1,343,355,404,299,299,1,299
4283,47,1,343,355,507,507,507,2,507
8611,32,0,343,355,404,466,466,1,466
5949,26,0,324,317,300,314.5,300.17,4,393
6447,27,0,365,355,404,365,396.5,1,393
1621,30,0,358,373,373,365.5,372.75,4,393
2119,37,0,343,355,404,384,384,1,384
3785,37,1,343,355,565,565,565,1,393
4475,32,1,343,355,404,373,373,1,373
5557,32,1,343,355,344,344,344,1,393
147,21,1,343,355,404,351,351,1,351
1229,10,0,343,355,404,322,286,1,322
6639,32,1,343,355,456,456,407.5,1,393
2311,27,1,339,355,404,339,339,1,393
3393,32,1,343,355,404,384,592,0,393
7721,47,1,343,355,404,384,263,0,393
4435,25,1,343,355,404,377,377,1,377
5099,47,0,343,453,404,453,453,1,393
6427,50,0,286,268,288.5,279.8,267.67,5,393
1518,36,1,343,355,404,414,319.4,1,414
2182,43,1,336,321.5,404,326.33,317.17,3,393
4412,27,1,343,355,475,475,475,1,393
5076,37,1,280,355,404,280,280,1,393
1541,21,1,343,355,404,386,386,1,386
3533,32,1,284,355,404,284,284,1,393
8465,45,1,343,408,404,408,383.5,1,393
144,37,1,343,355,404,441,441,1,441
6473,22,1,343,323,404,323,264.5,1,393
7137,52,1,343,355,409,404.5,404.5,2,400
5122,43,1,343,327,404,331.5,285.27,2,393
167,62,0,343,355,556,556,556,1,393
1495,27,0,343,431,404,431,431,1,393
7114,37,0,343,355,404,289,289,1,289
6450,42,1,343,355,404,384,474,0,393
5594,21,1,343,355,395,395,395,1,393
3015,47,1,343,336,356.5,346.25,336,4,336
3602,37,0,343,355,404,402,402,1,402
4953,42,1,343,355,404,384,377,1,393
5617,27,1,343,355,404,368,368,1,368
1000,45,1,343,355,458,458,391,1,393
2992,48,1,342,355,404,342,317.33,1,393
5053,37,1,343,355,404,350,350,1,350
3061,39,0,384,355,404,384,384,1,393
3556,52,0,343,355,404,384,502,0,393
3038,40,1,326,355,404,326,326,1,393
3579,27,1,343,355,451,409,367.14,2,367
4512,55,1,343,450,404,450,383.88,1,393
7014,36,1,343,351,404,351,323.75,1,393
4097,47,1,343,524,404,524,524,1,393
7406,34,1,343,355,404,388,335,1,388
1203,42,1,343,269,269,269,269,2,393
2082,52,1,343,347,404,347,342.75,1,393
3871,47,1,362,355,404,362,365,1,393
4558,32,1,343,355,404,363,363,1,363
5391,40,0,343,355,323,323,278.88,1,393
5640,57,1,343,355,404,600,600,1,600
5886,47,0,343,355,410,410,376,1,393
562,37,1,343,355,484,484,484,1,393
1641,32,1,343,355,483,483,401.5,1,393
6968,37,1,343,355,429,429,429,1,393
2723,27,1,343,355,404,339,339,1,339
7655,32,0,343,355,384,384,384,1,393
708,42,1,350,324,404,341.33,324,3,393
954,37,1,343,355,404,384,377,1,393
1249,32,1,343,355,404,537,537,1,537
2036,35,0,626,349,404,487.5,402.17,2,393
6573,74,1,343,355,404,477,477,1,477
2577,27,1,343,355,451,451,451,1,393
6032,35,1,343,355,404,384,386.67,0,393
5932,23,0,401,355,348,374.5,347.83,2,393
21,52,1,343,389,404,389,389,1,393
7947,35,0,343,355,404,370.5,352.33,2,363
8488,35,1,343,317,404,317,299,1,393
121,32,1,343,380,404,380,369.17,1,393
662,27,1,343,355,404,343,343,1,393
8285,37,0,343,355,404,384,310,0,393
7993,47,1,343,355,404,478,478,1,478
8534,62,0,405,355,404,405,405,1,393
7452,32,1,340,355,404,340,340,1,393
6911,34,1,343,355,404,431,331.08,1,431
4684,42,1,343,264,264,264,264.09,5,264
1767,32,1,343,355,372,372,372,1,393
6842,42,0,343,355,327,327,327,1,393
4850,45,1,343,355,404,384,291,0,393
1103,52,0,343,355,404,384,544,0,393
7744,21,1,343,355,404,300,300,1,300
1744,32,1,343,355,404,314,314,1,314
1910,32,0,343,355,404,322,322,1,322
6699,32,1,343,355,404,437,437,1,437
6865,21,0,343,355,404,426,426,1,426
8408,52,1,343,355,404,384,315,0,393
5468,43,1,294,329,523,382,329,3,393
6058,63,1,480,365,404,422.5,422.5,2,393
7555,33,0,343,355,404,301,271.67,1,301
6722,32,1,343,355,404,478,478,1,478
2812,21,1,343,355,408,408,363.8,1,393
3141,53,1,343,266,404,266,243,1,393
3476,46,1,280,274,268,274,268.17,3,393
8073,21,1,343,355,404,353,353,1,353
8196,42,0,343,355,499,499,499,1,393
4827,52,0,343,355,448,448,448,1,393
5491,42,1,343,355,404,464,464,1,464
413,42,1,343,355,404,551,551,1,551
536,18,0,343,355,404,508,384,1,508
7532,36,1,343,342,404,342,323.89,1,393
1077,37,1,416,424,404,420,394,2,393
1126,27,0,343,355,404,384,377,1,393
3118,42,0,343,355,404,418,418,1,418
5517,44,1,343,516,404,516,564.5,1,393
436,57,1,343,355,404,353,353,1,353
1438,42,1,337,355,358,347.5,330.75,2,393
2600,27,0,345,355,404,345,309,1,393
3353,40,1,343,355,369,318.33,292.89,3,293
4017,35,1,362,355,404,362,300,1,393
6181,33,1,343,355,404,384,429.5,0,393
4615,27,1,343,355,404,405,405,1,405
5156,42,1,343,355,404,250,250,1,250
6158,52,0,343,355,404,479,479,1,479
2451,27,1,343,355,404,355,355,1,355
3453,27,1,343,355,404,401,401,1,401
3994,42,1,343,355,404,354,354,1,354
5225,43,1,409,311,372,366,311.29,4,393
1979,44,1,343,355,404,484,375.5,1,484
4143,30,1,343,355,404,328,284.5,1,328
4927,32,1,343,435,404,435,435,1,393
6599,52,1,343,355,404,467,467,1,467
2520,27,1,343,355,494,494,494,1,393
3682,32,1,343,355,463,463,463,1,393
7867,22,0,343,355,404,345,322,1,345
5697,67,1,434,433,491,452.67,452.67,3,393
1369,43,1,343,355,279,279,237.24,1,393
2912,53,1,329,355,404,342,346.67,2,393
7240,27,0,343,470,404,470,531,1,393
4074,34,0,343,355,404,470,437,1,470
4535,32,1,343,355,404,384,437.5,0,393
4976,47,1,343,355,404,351,351,1,351
7383,32,1,317,355,404,317,317,1,393
977,53,1,376.5,355,404,376.5,333.22,2,393
6301,27,1,307,355,404,307,307,1,393
1226,27,1,343,355,304,304,304,1,393
2308,62,1,343,355,404,366,366,1,366
3894,32,1,343,355,399,399,338,1,393
2059,63,1,343,355,404,384,305.2,0,393
4286,47,1,343,355,404,524,524,1,524
8614,21,1,343,335,404,335,335,1,393
5368,51,1,368.5,350,350,359.25,350.13,4,393
5909,48,1,385,355,401,374,342.2,4,393
44,47,1,343,422,404,422,422,1,393
585,57,1,343,355,404,317,317,1,317
8700,37,1,343,355,404,384,377,1,393
1667,21,0,343,379,404,379,379,1,393
6991,27,1,343,355,404,384,274,0,393
7924,52,1,343,355,404,428,428,1,428
5760,20,1,440,322,334,365.33,333.6,3,393
685,21,0,343,355,404,390,390,1,390
2849,52,1,343,355,404,510,510,1,510
293,21,1,392,355,404,392,392,1,393
834,56,1,343,355,404,507,401.67,1,507
7326,35,0,339,355,404,339,325.8,1,393
5265,37,0,343,355,427,427,367.33,1,393
356,37,1,343,355,404,415,415,1,415
6261,32,1,343,355,404,363,363,1,363
1352,42,1,343,355,404,413,378.5,1,413
2348,34,1,352,355,404,352,319,1,393
4246,46,1,279,355,298,288.5,282.75,2,393
5242,42,0,361,351,404,354.33,339.67,3,393
6238,38,1,343,355,404,305,282,1,305
2371,47,1,343,355,404,384,356,0,393
3367,32,0,343,304,404,304,304,1,393
4386,41,1,343,355,404,336,335.83,1,336
3227,45,0,343,355,404,412,371.5,1,412
4223,42,0,343,470,404,470,470,1,393
8159,32,1,343,355,303,303,303,1,393
2208,22,0,343,355,462,462,400.5,1,393
2749,35,0,342,355,404,342,334.5,1,393
7758,39,1,343,412,412,412,412,2,393
4764,21,1,343,355,404,354,354,1,354
851,47,0,343,355,575,575,575,1,393
3845,42,1,343,300,404,300,291.67,2,393
5766,37,0,343,355,404,384,336,0,393
4787,43,1,343,355,404,348,337.5,1,348
8322,27,1,343,355,404,384,377,1,393
287,42,1,343,355,404,301,301,1,301
828,42,1,343,293,404,293,293,1,393
1830,52,1,343,355,529,529,529,1,393
7781,52,1,343,355,404,384,382,0,393
8299,21,0,395,355,404,395,395,1,393
5720,21,1,343,355,404,340,340,1,340
310,21,0,407,355,404,407,371,1,393
6307,63,1,343,355,404,377,340.5,1,377
1807,47,1,343,355,411,411,363.57,1,393
6802,43,1,343,355,371,371,313.78,1,393
2889,35,0,343,374,404,374,373.64,1,393
897,37,1,343,355,404,384,339,0,393
5743,25,1,343,359,404,359,316,1,393
333,32,1,343,262,271,266.5,266.5,2,393
874,44,0,268,260,268,262.4,255.71,5,256
6284,44,1,343,332,404,332,322.2,1,393
6825,27,0,343,355,404,433,433,1,433
7844,21,1,343,355,404,384,377,1,393
765,43,1,343,287,404,287,287,1,393
2686,42,1,343,355,404,514,514,1,514
8236,43,1,403,355,404,403,334.5,1,393
4701,37,1,343,355,404,446,446,1,446
373,57,0,343,355,404,459,459,1,459
3705,37,1,311,311,404,311,311,2,393
3908,21,0,343,355,404,494,494,1,494
4309,42,1,343,355,469,469,389,1,393
8637,10,1,324,355,404,324,299.4,1,393
8096,24,0,343,310,314,312,295,2,393
270,44,1,343,335,404,351,334.83,2,367
6762,44,1,272,253,404,262.5,252.7,2,393
2434,37,1,343,355,404,595,595,1,595
3768,57,1,343,355,313,313,313,1,393
1847,52,0,343,355,404,384,630,0,393
4449,45,1,361,355,404,342.33,332.8,3,333
5783,63,1,343,512,404,428,512,2,344
2285,13,1,343,371,404,371,352.67,1,393
2826,42,1,343,355,288,288,288,1,393
4160,42,1,257,328,404,292.5,268,2,393
6324,42,1,343,355,404,384,372,0,393
8385,25,1,343,279,404,279,265,2,393
224,42,1,343,355,400,400,321.5,1,393
811,35,1,343,269,404,269,369.67,1,393
6221,52,1,384,355,404,384,317.6,1,393
1306,37,1,343,355,459,459,459,1,393
7303,32,1,343,355,397,397,334,1,393
1893,32,0,343,355,404,384,435,0,393
4747,47,1,433,326,380,379.67,379.67,3,393
5288,47,0,343,355,404,399,399,1,399
5829,32,1,343,355,447,447,447,1,393
6370,37,1,343,355,404,384,384,1,384
4206,37,0,343,355,404,441,441,1,441
8597,32,1,343,355,407,407,324.7,1,393
937,52,1,343,355,404,384,377,1,393
1933,52,1,343,355,404,492,492,1,492
6676,47,0,343,355,404,511,511,1,511
8574,41,1,367,355,404,367,338,1,393
5869,32,0,343,355,404,453,410.5,1,453
5179,27,0,343,355,404,369,369,1,369
7343,39,1,274,266.5,404,269,270,3,393
1266,43,1,343,355,404,346,322.5,1,346
3430,33,0,355,355,404,355,375,1,393
5328,26,0,343,355,404,302,297.75,1,302
459,32,0,343,355,331,331,331,1,393
2623,52,1,343,355,501,501,501,1,393
3164,27,0,343,355,404,384,384,1,384
7884,30,1,271,261,404,266,254.2,2,393
5892,42,1,343,355,404,301,301,1,301
6135,27,0,343,355,404,384,377,1,393
1392,35,1,343,355,462,462,462,1,393
2474,43,1,343,355,404,389,389,2,447
7217,33,1,343,355,370,370,333,1,393
8056,33,0,343,355,404,384,320.33,0,393
4638,27,1,343,355,404,384,385,0,393
725,52,1,343,355,404,384,332,0,393
3971,37,1,343,258,404,258,258,1,393
7907,29,1,343,355,292,292,292,2,393
4661,34,1,290,355,404,290,309.4,1,393
5202,47,1,343,397,404,397,417.75,1,393
7366,24,1,357,355,404,357,357,1,393
1415,27,0,343,355,404,365,365,1,365
1956,42,1,343,355,303,303,303,1,393
2497,37,1,343,355,448,448,478,1,393
4120,30,1,343,355,419,419,419,1,393
7429,48,0,361,355,404,361,369,1,393
6433,34,1,343,330,404,330,327.75,1,393
3101,42,1,343,355,404,299,299,1,299
8511,38,0,382,387,463,410.67,369.44,3,393
6347,47,1,343,355,404,521,521,1,521
2019,32,1,343,355,404,384,377,1,393
4183,27,1,277,355,404,277,277,1,393
7970,37,0,320,311,341,324,324,3,393
4724,47,1,343,355,404,340,340,1,340
5806,42,1,343,368,475,421.5,381,2,393
396,47,1,343,355,404,284,284,1,284
1478,36,1,343,326,404,357.33,343.6,3,420
6888,26,1,343,339,404,339,338.8,1,393
2560,37,1,343,355,404,390,401.67,1,390
3642,48,1,343,352,364,358,328.83,2,393
7821,21,1,343,355,404,312,312,1,312
5116,74,1,343,355,404,513,513,1,513
8362,32,1,343,355,404,350,350,1,350
5657,35,1,343,355,496,496,389.25,1,393
247,36,1,343,355,322,322,302.75,2,393
788,24,1,343,355,488,488,368,1,393
3493,33,1,343,269,404,269,258.5,1,393
4575,52,1,343,355,404,384,312,0,393
6198,32,1,343,355,404,384,441,0,393
4034,27,1,343,355,389,389,389,1,393
1329,27,1,343,355,310,310,310,1,393
1870,38,0,343,393,404,393,347.83,1,393
6739,43,0,343,355,322,324.6,322.37,5,322
2411,37,0,343,398,404,398,398,1,393
2952,52,1,343,355,404,293,293,1,293
7280,36,0,343,355,404,450,395.33,1,450
1186,40,1,380,355,460,406.67,406.86,3,393
5431,42,1,343,355,404,384,364.25,0,393
6759,47,1,343,355,404,384,473,0,393
2514,37,1,343,355,404,384,341,0,393
5408,35,0,362,355,404,362,362,1,393
2537,42,1,343,278,404,278,265.5,1,393
1209,27,1,343,355,404,384,287,0,393
4080,42,1,343,360,404,360,360,1,393
1140,37,0,343,355,516,516,516,1,393
6805,37,1,343,355,404,405,405,1,405
8133,42,1,343,355,404,384,489,0,393
5454,25,1,343,265,266,265.5,265.83,2,393
6782,32,1,343,355,468,468,348.75,1,393
1163,27,1,343,355,404,384,466,0,393
8179,47,0,343,355,545,545,545,2,545
5600,47,0,343,355,461,461,461,1,393
1017,43,1,449,355,487,468,478.5,2,393
6928,54,1,343,355,404,368,364.75,1,368
8156,42,1,342.5,355,404,342.5,309.25,2,393
8279,52,1,343,355,497,497,497,1,393
994,37,1,343,355,404,297,297,1,297
6828,34,1,301,355,404,301,288,1,393
6951,33,1,320,355,404,320,317.5,1,393
8302,42,1,343,379,489,434,397.25,2,393
6974,18,1,343,314,404,314,296,1,393
8471,42,1,343,355,404,384,330,0,393
8325,35,1,343,355,575,575,507,1,393
8448,21,1,343,355,404,434,434,1,434
7097,52,1,343,355,404,300,300,1,300
2437,21,0,343,355,435,435,387,1,393
3765,40,0,343,401,404,401,357,1,393
8425,27,0,343,355,404,384,410,0,393
8033,21,1,343,355,404,366,366,1,366
871,27,0,343,355,404,442,442,1,442
4203,42,1,343,355,404,384,415,0,393
5531,21,0,343,355,404,384,547,0,393
5723,42,0,343,355,404,322,322,1,322
1309,45,1,337.5,370.67,363.5,362.5,352.29,10,384
7051,34,1,343,355,377,377,316.8,1,393
2391,42,1,272,355,404,272,272,1,393
1063,57,1,343,355,404,384,392,0,393
7987,32,1,343,355,404,285,285,1,285
5577,21,1,343,355,540,540,540,1,393
917,33,0,343,355,372,372,372,1,393
6659,27,1,386,355,404,386,386,1,393
6905,52,0,343,355,404,384,437.75,0,393
2245,45,0,343,355,404,384,435,0,393
7841,21,1,343,396,365,372,372,3,355
4349,32,1,343,355,404,308,308,1,308
5677,21,0,343,355,404,421,421,1,421
1355,45,1,343,355,404,356,305.5,1,356
6513,32,0,343,383,404,383,383,1,393
2683,45,1,343,307,404,307,289.33,1,393
5285,52,1,343,415,404,415,415,1,393
127,57,1,343,374,399,386.5,386.5,2,393
1455,52,1,343,355,404,531,531,1,531
6613,64,1,468,355,533,500.5,500.5,2,393
2291,32,1,343,355,345,345,345,1,393
3619,46,1,343,339.5,404,339.5,355,2,393
4303,57,0,381,355,404,381,381,1,393
5139,57,1,343,340,404,340,334.1,1,393
5385,22,1,343,283,175,229,229,3,229
6467,42,1,343,355,465,465,465,1,393
2975,22,1,364,355,404,364,328.5,1,393
4057,21,1,343,346,404,346,346,1,393
4993,29,1,343,355,295,295,295,1,393
2583,32,1,343,355,532,532,532,1,393
2829,55,1,343,355,404,480,428,1,480
3665,32,0,343,355,404,384,578,0,393
3911,33,1,351,355,404,351,325,1,393
4157,43,0,343,355,404,559,491,1,559
771,32,1,343,459,404,459,431,1,393
6344,27,0,343,276,404,276,276,1,393
5846,37,1,343,355,404,384,468,0,393
273,60,1,343,355,404,384,357,0,393
7695,42,1,343,543,404,543,543,1,393
7910,27,0,343,355,404,407,417.5,1,407
250,27,0,343,355,404,360,360,1,360
748,40,1,404,355,404,404,404,1,393
7197,43,1,384,355,404,384,384,1,393
7718,47,1,343,355,404,384,377,1,393
7887,27,1,348,355,404,348,348,1,393
4472,37,1,343,355,458,458,458,1,393
58,27,0,343,355,389,389,389,1,393
2145,42,1,343,355,378,336,336,2,294
5823,27,0,343,355,404,349,349,1,349
81,32,1,343,355,376,376,376,1,393
2122,37,1,343,357,404,357,357,1,393
6536,45,0,343,355,404,425,371.5,1,425
8594,35,0,343,405,404,405,391.5,1,393
6015,42,0,343,355,404,543,543,1,543
4664,47,0,343,355,498,498,498,1,393
1953,42,0,343,394,404,394,394,1,393
7389,25,1,354,369,404,361.5,354.2,2,393
7220,47,1,343,355,404,384,321,0,393
8571,52,1,343,355,515,515,515,1,393
579,47,1,343,355,404,384,377,1,393
8694,32,1,343,355,410,410,410,1,393
8010,21,1,343,355,404,345,345,1,345
4678,32,1,347,355,404,347,347,1,393
350,36,1,320,314,404,317,313.33,2,393
4180,53,1,343,355,485,481.5,403.2,2,478
1916,45,0,343,365,404,365,341,1,393
2414,27,1,320,355,404,320,320,1,393
5746,54,1,343,355,404,384,317.67,0,393
6244,37,1,343,355,404,384,390,0,393
5554,32,0,343,355,404,466,466,1,466
2222,35,1,343,332,404,332,332,1,393
3304,47,1,343,355,404,384,697,0,393
6636,38,1,343,355,404,384,364.75,0,393
4372,57,1,343,355,404,426,426,1,426
3290,32,1,343,355,404,378,378,1,378
1040,47,0,343,355,404,384,380,0,393
7618,52,1,343,355,404,450,450,1,450
1432,47,1,343,355,404,327,327,1,327
3098,27,1,343,322,404,322,322,1,393
7426,21,1,343,355,404,384,224,0,393
5262,37,1,343,355,404,384,477,0,393
3596,42,0,411,355,411,411,411,2,393
5162,26,0,282,355,404,282,268,1,393
1332,22,0,343,397,404,397,364,1,393
2998,33,0,343,355,301,301,281.92,1,393
3496,25,1,343,355,404,250.5,253,2,256
4970,27,1,331,355,404,331,331,1,393
6052,33,1,343,355,358,358,294.89,1,393
1724,42,1,343,355,528,528,528,1,393
2806,44,1,343,355,404,412,353.43,1,412
3888,27,1,343,355,404,384,408,0,393
4870,47,1,344,313,342,333,342.23,3,393
542,47,0,343,355,404,551,551,1,551
1624,32,1,343,355,404,342,342,1,342
2706,21,1,343,355,294,294,294,1,393
3788,47,1,343,355,404,266,266,1,266
4933,42,0,343,355,404,486,486,1,486
688,57,1,343,355,404,321,321,1,321
1684,57,1,343,355,404,466,466,1,466
4601,47,1,343,355,404,384,396,0,393
5929,37,1,343,355,404,384,414,0,393
4910,32,1,343,355,404,384,377,1,393
5906,42,1,306,302,404,313,301.67,4,342
1707,45,0,343,300,404,300,319.5,1,393
3582,34,1,343,355,404,434,373.25,1,434
7804,37,1,343,355,404,480,480,1,480
4887,32,1,343,355,404,329,329,1,329
3390,21,0,343,355,342,342,342,1,393
7827,15,1,318,355,404,318,253.83,2,393
4409,52,1,343,355,404,373,373,1,373
4741,42,1,343,355,404,351,351,1,351
3204,59,1,343,355,294,294.5,294.5,2,295
3413,57,1,343,355,433,433,433,2,433
7681,52,1,343,355,404,348,348,1,348
187,44,1,343,369,404,369,368.75,1,393
3181,57,1,291,355,404,291,291,1,393
1515,33,1,329,355,404,329,308.5,1,393
1853,38,0,343,355,404,404,404,1,404
3436,42,0,343,321,404,321,321,1,393
7658,44,1,343,324,307.5,311.86,308.35,7,313.5
7635,27,1,343,355,531,531,531,1,393
7466,39,1,343,308,404,319.5,319.5,2,331
6138,32,1,300,300,404,300,300,2,393
6384,52,1,343,355,470,470,432.5,1,393
5056,53,0,343,355,404,384,399.5,0,393
5079,31,1,313,355,404,313,298.5,1,393
210,35,0,343,362,404,362,344.5,1,393
456,32,1,343,355,404,309,268.75,1,309
7489,43,1,318,355,404,318,344.71,1,393
6161,37,1,343,355,482,482,482,1,393
1538,52,1,343,355,404,592,592,1,592
1661,25,0,383,355,404,383,356.5,1,393
6407,27,0,343,355,404,384,350,0,393
7612,27,0,343,318,404,318,318,1,393
4263,43,1,343,355,404,379,342.5,1,379
18,28,0,343,362,404,362,365.75,1,393
3267,62,1,343,355,429,429,429,1,393
2935,32,1,343,355,466,466,466,1,393
7595,27,1,341,355,404,341,341,1,393
6576,44,0,456,355,404,426,426,2,396
7203,32,0,351,355,404,351,351,1,393
3373,46,0,370,430,493,429.33,429.17,6,483
5969,57,1,343,355,404,384,422.5,0,393
3327,38,1,343,477,404,477,431,1,393
2331,52,0,352,355,404,352,344,1,393
3659,32,1,343,355,404,441,441,1,441
4847,44,1,343,355,345,345,291,1,393
8677,42,1,343,355,404,370,370,1,370
7011,42,0,343,355,466,466,466,1,393
2185,21,1,343,355,404,503,503,1,503
3519,42,1,343,355,404,592,592,1,592
5683,42,0,343,355,404,384,537,0,393
519,37,1,343,355,404,384,310,0,393
4455,45,0,343,386,404,386,343,1,393
3221,27,1,343,327,404,327,327,1,393
2139,39,1,343,320.5,404,341,314.9,3,382
6075,31,0,347,355,404,347,345.67,1,393
665,43,1,389,355,404,389,380.5,1,393
1747,52,1,343,355,404,373,373,1,373
1993,21,1,343,355,410,410,361.5,1,393
3075,21,0,343,355,404,376,376,1,376
911,27,1,343,355,404,384,565,0,393
7157,42,0,343,355,404,384,636,0,393
4518,42,1,365,327,404,346,346,4,393
5016,24,0,390,355,404,390,390,1,393
5514,27,1,343,355,404,299,299,1,299
1601,33,1,343,355,302,293.5,285,2,285
2099,33,1,343,355,404,482.5,482.5,2,503
2597,32,1,343,341,404,341,341,1,393
8242,32,1,343,355,354,354,354,1,393
1080,30,1,345.5,263,404,318,262.92,3,393
1578,42,1,381,355,404,381,343.5,1,393
2076,42,1,343,355,404,358,358,1,358
5537,37,1,343,355,404,384,298,0,393
8050,42,0,343,355,355,355,355,1,393
8219,35,1,343,280,281,280.5,280.67,2,393
3805,42,1,305,355,404,305,305,1,393
7741,21,1,343,355,404,385,385,1,385
4495,27,1,343,395,404,332.5,292,2,270
6745,42,1,343,355,404,514,514,1,514
7764,47,1,343,355,404,302,302,1,302
5345,32,1,343,355,404,332,332,1,332
602,37,0,343,355,404,406,406,1,406
1100,21,1,343,355,404,423,423,1,423
1272,32,1,343,355,404,302,302,1,302
2766,64,1,294,294,404,294,283,2,393
5494,27,0,394,357,404,375.5,363.67,2,393
5992,47,0,343,355,404,480,480,1,480
625,32,1,343,355,404,312,312,1,312
1123,52,0,362,355,404,362,362,1,393
2789,27,1,343,355,404,349,349,1,349
3828,52,0,343,355,404,463,463,1,463
5302,25,1,343,355,589,589,589,1,393
8548,27,1,343,355,404,421,421,1,421
5471,37,1,343,298,404,298,298,1,393
6553,42,1,343,355,376.5,376.5,352.86,2,393
1292,32,1,343,355,464,464,359.75,1,393
7243,52,1,343,313,404,313,289.14,1,393
3997,27,1,343,435,404,435,435,1,393
433,27,0,343,355,297,297,297,1,393
6682,21,1,343,355,419,419,419,1,393
7180,21,0,343,355,408,408,376.5,1,393
2354,60,1,343,355,404,273,268,1,273
3350,36,1,343,313,404,313,296.75,1,393
3848,34,1,343,355,404,335,297.75,1,335
2852,32,1,343,355,404,384,269,0,393
8070,42,0,343,355,491,491,364.67,1,393
41,32,1,378,355,404,378,378,1,393
7572,43,1,343,355,404,339,295,1,339
3244,47,0,343,355,404,384,377,1,393
7074,33,1,343,355,404,364,315,1,364
2746,37,1,363,355,404,363,328.75,1,393
3742,22,1,343,415,404,415,415,1,393
5663,38,1,343,301,404,301,287.33,2,393
8262,54,1,356,355,404,366,351.8,2,376
104,45,0,343,355,393,393,348.29,2,393
6098,21,1,373,341,404,357,357,2,393
1770,27,1,343,355,404,270,270,1,270
6596,35,0,343,355,376,376,332.67,1,393
2268,38,1,343,493,404,493,426,1,393
3934,44,0,343,355,279.5,276.25,273.14,4,273
4432,25,1,343,355,404,384,234.67,0,393
4326,46,1,343,355,333,333,353.67,1,393
8654,38,1,333,291,404,312,290.71,2,393
2162,52,0,343,355,338,346,346,4,338
6490,27,1,343,355,399,368,336.86,2,393
6988,57,1,352,355,487,409,376.15,4,376
2660,44,1,343,355,397,397,322.63,1,393
4824,42,0,343,355,404,384,372,0,393
496,53,1,343,355,404,384,279.5,0,393
5763,47,1,343,355,404,395,395,1,395
854,32,1,343,388,404,388,384,2,393
8680,35,0,343,355,515,515,433.5,1,393
2846,37,0,343,378,404,378,339.25,1,393
5740,33,1,323,355,361,342,286.83,2,393
2205,57,1,343,355,422,422,422,1,393
2869,52,1,343,347,404,347,338,1,393
3748,41,1,300,305,404,302.5,304.6,2,393
7801,32,1,395,355,404,395,375.67,1,393
808,32,1,343,389,404,389,389,1,393
7778,37,1,343,355,396,396,396,1,393
5786,46,1,338,355,313,321.33,312.75,3,313
831,21,0,343,355,404,480,480,1,480
4266,45,1,343,391,404,418,407,2,445
4930,42,1,343,355,404,444,444,1,444
1687,37,1,343,355,404,247,247,1,247
2351,52,0,343,355,475,475,475,1,393
3679,42,1,343,327,404,327,314,1,393
4289,63,0,343,441,334,387.5,334.19,2,393
6281,57,1,362,355,404,362,362,1,393
1664,27,1,343,355,404,477,477,1,477
2328,32,1,343,355,404,384,386,0,393
4389,49,0,343,300,404,300,439.5,1,393
2892,52,1,343,363,404,363,349.67,1,393
4220,57,1,343,355,404,384,411,0,393
2228,32,1,343,355,404,384,452,0,393
3725,27,0,343,355,505,505,505,1,393
4243,42,1,343,355,404,464,464,1,464
4366,53,1,335,286,404,302.33,258.65,3,393
4907,42,1,343,355,425,425,369.6,1,393
2374,57,0,331,355,404,331,319.5,1,393
2915,37,1,343,355,404,384,377,1,393
3702,33,1,343,323,404,323,281.33,1,393
8093,32,0,343,355,474,474,474,1,393
8342,52,1,348,355,404,348,348,1,393
267,42,1,343,355,404,384,377,1,393
3184,32,1,343,355,404,380,380,1,380
6765,41,1,343,355,292,292,356.14,1,393
2769,47,1,343,355,404,377,377,1,377
516,42,1,343,355,404,384,377,0,393
7701,43,1,343,355,360,360,307,1,393
5199,37,1,343,355,404,293,293,1,293
6078,22,0,343,355,511,511,511,1,393
3410,37,1,343,355,404,315,315,1,315
313,42,1,343,355,404,530,530,1,530
1395,52,0,343,355,404,513,513,1,513
1890,35,0,343,385,404,385,336.33,1,393
6719,57,1,343,355,404,448,448,1,448
4704,42,0,343,355,425,425,425,1,393
5245,42,1,343,320,404,320,320,1,393
6327,52,0,343,355,404,384,698,0,393
7847,21,0,382,355,404,382,382,1,393
1349,47,1,343,355,356,356,356,1,393
