,PARTICIPANT_ID,EVENT_DATE,EVENT_NAME,EVENT_TYPE,TIME,CATEGORY,GENDER,EVENT_DT,DAY,YEAR,DAY_OF_WEEK,MONTH,ID,LOCATION,LABEL
391,145,2013-10-20,Scotiabank Toronto Waterfront Marathon,Marathon,03:21:19,M30-34,M,2013-10-20,20,2013,6,10,391,"TORONTO, ON",1
392,145,2013-05-26,Ottawa Race Weekend,Marathon,-1,M30-34,M,2013-05-26,26,2013,6,5,392,"OTTAWA, ON",1
393,145,2012-06-17,Tour du Lac Brome,20 KM,02:00:14,M30-39,M,2012-06-17,17,2012,6,6,393,"LAC-BROME, QC",0
394,145,2012-04-29,Banque Scotia 21km et 5km,21.1 KM,01:42:05,M30-34,M,2012-04-29,29,2012,6,4,394,"MONTREAL, QC",0
395,145,2012-03-25,Course et marche populaires de LaSalle,10K Marathon,00:44:45,M30-39,M,2012-03-25,25,2012,6,3,395,"LASALLE, QC",0
396,146,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:03:29,M25-29,M,2015-09-20,20,2015,6,9,396,"MONTREAL, QC",0
397,147,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:05:53,M18-24,M,2015-09-20,20,2015,6,9,397,"MONTREAL, QC",1
398,148,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:57:54,M50-54,M,2015-09-20,20,2015,6,9,398,"MONTREAL, QC",1
399,148,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:42:26,M45-49,M,2014-09-28,28,2014,6,9,399,"MONTREAL, QC",0
400,148,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:58:11,M45-49,M,2013-09-22,22,2013,6,9,400,"MONTREAL, QC",0
401,149,2012-09-23,Marathon Oasis de Montreal,Marathon,02:59:03,M40-44,M,2012-09-23,23,2012,6,9,401,"MONTREAL, QC",1
402,150,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:43:45,M50-54,M,2014-09-28,28,2014,6,9,402,"MONTREAL, QC",0
403,151,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:00:12,M18-24,M,2015-09-20,20,2015,6,9,403,"MONTREAL, QC",0
404,152,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:38:36,F18-24,F,2015-09-20,20,2015,6,9,404,"MONTREAL, QC",1
405,152,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,01:42:26,F18-24,F,2014-09-28,28,2014,6,9,405,"MONTREAL, QC",0
406,153,2015-05-03,Demi-marathon international Oasis de Lévis,Demi-Marathon,-1,M40-49,M,2015-05-03,3,2015,6,5,406,"QUEBEC, QC",0
407,153,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:40:22,M45-49,M,2014-09-28,28,2014,6,9,407,"MONTREAL, QC",1
408,154,2016-06-18,Tour du Cap Tourmente Simard,21.1 KM,02:06:59,M30-39,M,2016-06-18,18,2016,5,6,408,"ST-JOACHIM, QC",0
409,154,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:00:50,M30-34,M,2015-09-20,20,2015,6,9,409,"MONTREAL, QC",1
410,155,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:18:41,M25-29,M,2015-09-20,20,2015,6,9,410,"MONTREAL, QC",1
411,156,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:34:39,F40-44,F,2015-09-20,20,2015,6,9,411,"MONTREAL, QC",0
412,156,2015-09-06,30 km sur les rives de Boucherville,15K Marathon,01:27:56,F40-49,F,2015-09-06,6,2015,6,9,412,"BOUCHERVILLE, QC",0
413,157,2016-03-20,Course et marche populaires de LaSalle,10K Marathon,00:43:34,M40-49,M,2016-03-20,20,2016,6,3,413,"LASALLE, QC",0
414,157,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:39:04,M45-49,M,2015-09-20,20,2015,6,9,414,"MONTREAL, QC",0
415,157,2014-10-19,Classique Du Parc La Fontaine,10K Marathon,00:44:07,M40-49,M,2014-10-19,19,2014,6,10,415,"MONTREAL, QC",0
416,157,2014-09-06,Triathlon Esprit de Montreal,Triathlon Olympique,-1,M45-49,M,2014-09-06,6,2014,5,9,416,"MONTREAL, QC",0
417,157,2014-06-15,La Foulee des Parcs,10K Marathon,00:41:20,M40-49,M,2014-06-15,15,2014,6,6,417,"MONTREAL, QC",0
418,157,2014-06-08,Triathlon / Duathlon Mont-Tremblant,Ironman 5150- Triathlon Olympique,02:46:27,M40-49,M,2014-06-08,8,2014,6,6,418,"MONT-TREMBLANT, QC",0
419,157,2014-05-03,Mississauga Marathon Races,10K Marathon,00:39:53,M40-49,M,2014-05-03,3,2014,5,5,419,MISSISSAUGA,0
420,157,2013-10-06,Classique Du Parc La Fontaine,10K Marathon,00:39:51,M40-49,M,2013-10-06,6,2013,6,10,420,"MONTREAL, QC",0
421,157,2013-09-22,Marathon Oasis de Montreal,Marathon,03:39:36,M45-49,M,2013-09-22,22,2013,6,9,421,"MONTREAL, QC",1
422,157,2013-09-14,Cyclo La* Montrealaise,90 km,03:42:51,M45-49,M,2013-09-14,14,2013,5,9,422,"MONTREAL, QC",0
423,157,2013-09-07,Triathlon Esprit de Montreal,Triathlon Olympique,02:31:24,M45-49,M,2013-09-07,7,2013,5,9,423,"MONTREAL, QC",0
424,157,2013-08-11,Granfondo Garneau-Cascades,110 km,03:55:39,M40-49,M,2013-08-11,11,2013,6,8,424,"TROIS-RIVIERES, QC",0
425,157,2013-05-26,Ottawa Race Weekend,Marathon,-1,M45-49,M,2013-05-26,26,2013,6,5,425,"OTTAWA, ON",1
426,157,2013-04-28,Banque Scotia 21km et 5km,Half-Marathon,01:30:21,M45-49,M,2013-04-28,28,2013,6,4,426,"MONTREAL, QC",0
427,157,2012-10-14,Classique Du Parc La Fontaine,10K Marathon,00:40:02,M40-49,M,2012-10-14,14,2012,6,10,427,"MONTREAL, QC",0
428,157,2012-09-23,Marathon Oasis de Montreal,Marathon,03:19:54,M45-49,M,2012-09-23,23,2012,6,9,428,"MONTREAL, QC",1
429,157,2012-06-16,Tour du Lac Brome,"22,2 Km Chemin de Campagne",01:46:42,M40-49,M,2012-06-16,16,2012,5,6,429,"LAC-BROME, QC",0
430,157,2012-02-18,Demi Marathon Hypothermique,Demi-Marathon,01:38:29,M40-49,M,2012-02-18,18,2012,5,2,430,"MONTREAL, QC",0
431,158,2015-11-08,DEMI-MARATHON DES MICROBRASSERIES,10K Marathon,00:59:55,M30-39,M,2015-11-08,8,2015,6,11,431,"BROMONT, QC",0
432,158,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:09:48,M30-34,M,2015-09-20,20,2015,6,9,432,"MONTREAL, QC",0
433,159,2013-09-22,Marathon Oasis de Montreal,Marathon,05:56:04,M25-29,M,2013-09-22,22,2013,6,9,433,"MONTREAL, QC",1
434,160,2012-09-23,Marathon Oasis de Montreal,Marathon,02:18:43,M30-34,M,2012-09-23,23,2012,6,9,434,"MONTREAL, QC",1
435,161,2015-06-27,Toughman Tupper Lake Tinman,Sprint Triathlon,02:15:54,F20-29,F,2015-06-27,27,2015,5,6,435,"TUPPER LAKE, NY",0
436,161,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:09:30,F25-29,F,2014-09-28,28,2014,6,9,436,"MONTREAL, QC",1
437,162,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:58:49,F35-39,F,2015-09-20,20,2015,6,9,437,"MONTREAL, QC",0
438,162,2013-09-22,Marathon Oasis de Montreal,Marathon,04:37:23,F35-39,F,2013-09-22,22,2013,6,9,438,"MONTREAL, QC",1
439,162,2013-05-12,Bonjour Printemps,Demi-Marathon,02:03:20,F30-39,F,2013-05-12,12,2013,6,5,439,"VICTORIAVILLE, QC",0
440,162,2012-09-23,Marathon Oasis de Montreal,Marathon,04:31:30,F30-34,F,2012-09-23,23,2012,6,9,440,"MONTREAL, QC",1
441,162,2012-05-12,Course de la Fondation hopital Saint Jerome,21.1 KM,02:25:33,F30-39,F,2012-05-12,12,2012,5,5,441,ST-JEROME,0
442,163,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,-1,M40-44,M,2015-09-20,20,2015,6,9,442,"MONTREAL, QC",1
443,164,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:21:22,M50-54,M,2015-09-20,20,2015,6,9,443,"MONTREAL, QC",0
444,165,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:33:44,M30-34,M,2014-09-28,28,2014,6,9,444,"MONTREAL, QC",1
445,165,2014-09-07,Coupe Dix30,30K Marathon,02:41:34,F30-39,F,2014-09-07,7,2014,6,9,445,"BOUCHERVILLE, QC",0
446,166,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:02:12,M40-44,M,2015-09-20,20,2015,6,9,446,"MONTREAL, QC",1
447,167,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:29:15,F60-64,F,2014-09-28,28,2014,6,9,447,"MONTREAL, QC",1
448,168,2014-02-16,Demi Marathon Hypothermique,Demi-Marathon,02:46:41,M40-49,M,2014-02-16,16,2014,6,2,448,"MONTREAL, QC",0
449,168,2012-09-23,Marathon Oasis de Montreal,Marathon,04:32:31,M40-44,M,2012-09-23,23,2012,6,9,449,"MONTREAL, QC",1
450,168,2012-03-25,Course et marche populaires de LaSalle,10K Marathon,00:57:51,M40-49,M,2012-03-25,25,2012,6,3,450,"LASALLE, QC",0
451,169,2013-09-22,Marathon Oasis de Montreal,Marathon,03:46:33,M25-29,M,2013-09-22,22,2013,6,9,451,"MONTREAL, QC",1
452,170,2016-06-25,Toughman Tupper Lake Tinman,Sprint Triathlon,01:30:51,M30-39,M,2016-06-25,25,2016,5,6,452,"TUPPER LAKE, NY",0
453,170,2014-10-19,Classique Du Parc La Fontaine,10K Marathon,00:50:26,M30-39,M,2014-10-19,19,2014,6,10,453,"MONTREAL, QC",0
454,170,2014-10-05,Marathon de Rimouski,Demi-Marathon,01:47:21,M30-39,M,2014-10-05,5,2014,6,10,454,"RIMOUSKI, QC",0
455,170,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:59:09,M30-34,M,2013-09-22,22,2013,6,9,455,"MONTREAL, QC",0
456,170,2012-09-23,Marathon Oasis de Montreal,Marathon,03:57:49,M25-29,M,2012-09-23,23,2012,6,9,456,"MONTREAL, QC",1
457,170,2012-06-17,Tour du Lac Brome,20 KM,01:44:17,M30-39,M,2012-06-17,17,2012,6,6,457,"LAC-BROME, QC",0
458,170,2012-05-26,Defi Memphre,10K Marathon,00:47:49,M20-29,M,2012-05-26,26,2012,5,5,458,"MAGOG, QC",0
459,170,2012-04-29,Course Printaniere Oka,10K Marathon,00:46:12,M30-39,M,2012-04-29,29,2012,6,4,459,PARC NATIONAL OKA,0
460,171,2013-09-22,Marathon Oasis de Montreal,Marathon,04:15:35,M50-54,M,2013-09-22,22,2013,6,9,460,"MONTREAL, QC",1
461,171,2013-04-28,Banque Scotia 21km et 5km,Half-Marathon,01:50:56,M50-54,M,2013-04-28,28,2013,6,4,461,"MONTREAL, QC",0
462,171,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,02:07:02,M50-54,M,2012-09-23,23,2012,6,9,462,"MONTREAL, QC",0
463,172,2013-09-22,Marathon Oasis de Montreal,Marathon,02:57:55,M35-39,M,2013-09-22,22,2013,6,9,463,"MONTREAL, QC",1
464,172,2013-06-23,Ironman Mont-Tremblant 70.3,70.3 Results,05:22:46,M35-39,M,2013-06-23,23,2013,6,6,464,"MONT-TREMBLANT, QC",0
465,172,2013-05-19,Duathlon Sorel-Tracy,Competitif,01:33:42,M30-39,M,2013-05-19,19,2013,6,5,465,"SOREL-TRACY, QC",0
466,172,2013-04-28,Banque Scotia 21km et 5km,Half-Marathon,01:23:47,M35-39,M,2013-04-28,28,2013,6,4,466,"MONTREAL, QC",0
467,172,2013-04-14,Course Saint-Laurent,10K Marathon,00:37:29,M30-39,M,2013-04-14,14,2013,6,4,467,"ST-LAURENT, QC",0
468,172,2013-03-24,Course et marche populaires de LaSalle,5K Road Race,00:17:58,M30-39,M,2013-03-24,24,2013,6,3,468,"LASALLE, QC",0
469,172,2013-02-17,Demi Marathon Hypothermique,Demi-Marathon,01:29:33,M30-39,M,2013-02-17,17,2013,6,2,469,"MONTREAL, QC",0
470,172,2012-10-14,Classique Du Parc La Fontaine,10K Marathon,00:40:31,M30-39,M,2012-10-14,14,2012,6,10,470,"MONTREAL, QC",0
471,172,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:25:29,M35-39,M,2012-09-23,23,2012,6,9,471,"MONTREAL, QC",0
472,172,2012-09-08,Triathlon Esprit de Montreal,Triathlon Olympique,02:31:14,M35-39,M,2012-09-08,8,2012,5,9,472,"MONTREAL, QC",0
473,172,2012-08-26,Triathlon de Valleyfield,Triathlon Olympique,02:35:38,M35-39,M,2012-08-26,26,2012,6,8,473,"VALLEYFIELD, QUEBEC",0
474,172,2012-08-12,Triathlon de Verdun,Triathlon Sprint,01:25:27,M35-39,M,2012-08-12,12,2012,6,8,474,"VERDUN, QC",0
475,172,2012-07-14,Triathlon St-Lambert,Triathlon Sprint,01:15:55,M35-39,M,2012-07-14,14,2012,5,7,475,"ST-LAMBERT, QC",0
476,172,2012-06-09,Triathlon / Duathlon Mont-Tremblant,Triathlon Sprint,01:30:38,M30-39,M,2012-06-09,9,2012,5,6,476,"MONT-TREMBLANT, QC",0
477,172,2012-04-29,Banque Scotia 21km et 5km,21.1 KM,01:38:20,M30-34,M,2012-04-29,29,2012,6,4,477,"MONTREAL, QC",0
478,172,2012-02-18,Demi Marathon Hypothermique,Demi-Marathon,01:46:02,M30-39,M,2012-02-18,18,2012,5,2,478,"MONTREAL, QC",0
479,173,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:50:48,M40-44,M,2014-09-28,28,2014,6,9,479,"MONTREAL, QC",1
480,174,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:40:45,F45-49,F,2015-09-20,20,2015,6,9,480,"MONTREAL, QC",1
481,175,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:28:48,M25-29,M,2015-09-20,20,2015,6,9,481,"MONTREAL, QC",1
482,176,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:02:45,M40-44,M,2015-09-20,20,2015,6,9,482,"MONTREAL, QC",1
483,176,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:37:02,M35-39,M,2014-09-28,28,2014,6,9,483,"MONTREAL, QC",1
484,177,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,10K Marathon,01:06:15,F25-29,F,2015-09-20,20,2015,6,9,484,"MONTREAL, QC",0
485,178,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:40:57,M30-34,M,2015-09-20,20,2015,6,9,485,"MONTREAL, QC",0
486,179,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,1 km - P'tit Marathon,00:05:21,F13+,F,2015-09-20,20,2015,6,9,486,"MONTREAL, QC",0
487,180,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:58:56,M30-34,M,2015-09-20,20,2015,6,9,487,"MONTREAL, QC",0
488,181,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:49:46,M45-49,M,2014-09-28,28,2014,6,9,488,"MONTREAL, QC",1
489,181,2014-06-08,Demi marathon des pompiers de Shawinigan,Demi-Marathon,01:59:34,MALE,M,2014-06-08,8,2014,6,6,489,"SHAWINIGAN, QC",0
490,181,2014-02-22,Defi Nordique,50km Classique,03:45:32,M45-49,M,2014-02-22,22,2014,5,2,490,"SHAWINIGAN, QC",0
491,181,2013-10-13,Demi marathon des couleurs de Becancour,21.1 KM,01:47:04,M40-49,M,2013-10-13,13,2013,6,10,491,BECANCOUR,0
492,181,2013-09-08,Demi-marathon Granby,Half-Marathon,01:53:08,M40-49,M,2013-09-08,8,2013,6,9,492,"GRANBY, QC",0
493,181,2013-03-02,Defi Nordique,40km Classique,02:40:09,M45-49,M,2013-03-02,2,2013,5,3,493,"SHAWINIGAN, QC",0
494,181,2012-10-07,Demi marathon des couleurs de Becancour,5K Road Race,00:25:41,M40-49,M,2012-10-07,7,2012,6,10,494,BECANCOUR,0
495,182,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:08:25,F50-54,F,2015-09-20,20,2015,6,9,495,"MONTREAL, QC",1
496,183,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:36:00,M65-69,M,2014-09-28,28,2014,6,9,496,"MONTREAL, QC",1
497,184,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:32:49,M25-29,M,2015-09-20,20,2015,6,9,497,"MONTREAL, QC",1
498,185,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:55:13,F40-44,F,2015-09-20,20,2015,6,9,498,"MONTREAL, QC",1
499,185,2013-08-25,Marathon des Deux Rives Lévis-Québec,Marathon,04:24:45,F40-49,F,2013-08-25,25,2013,6,8,499,"QUEBEC, QC",1
500,185,2013-06-16,Defi des escaliers,Sprinteur,00:12:49,F40-49,F,2013-06-16,16,2013,6,6,500,"QUEBEC, QC",0
501,185,2013-06-16,Defi des escaliers,Half-Marathon,02:42:08,F40-49,F,2013-06-16,16,2013,6,6,501,"QUEBEC, QC",0
502,185,2013-06-16,Defi des escaliers,Grimpeur,00:05:29,F40-49,F,2013-06-16,16,2013,6,6,502,"QUEBEC, QC",0
503,185,2013-06-02,Course de la Bataille des Plaines,10K Marathon,00:55:00,F40-49,F,2013-06-02,2,2013,6,6,503,"QUEBEC, QC",0
504,185,2013-05-05,Demi Marathon International Oasis de Levis,Demi-Marathon,02:02:48,F40-49,F,2013-05-05,5,2013,6,5,504,"QUEBEC, QC",0
505,185,2012-09-23,Marathon Oasis de Montreal,Marathon,04:10:44,F40-44,F,2012-09-23,23,2012,6,9,505,"MONTREAL, QC",1
506,186,2016-04-24,Banque Scotia 21K de Montreal,Demi-Marathon,-1,M35-39,M,2016-04-24,24,2016,6,4,506,"MONTREAL, QC",0
507,186,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:11:45,M35-39,M,2014-09-28,28,2014,6,9,507,"MONTREAL, QC",0
508,186,2012-05-27,Ottawa Race Weekend,Marathon,03:44:24,M35-39,M,2012-05-27,27,2012,6,5,508,"OTTAWA, ON",1
509,187,2013-09-22,Marathon Oasis de Montreal,Marathon,-1,M45-49,M,2013-09-22,22,2013,6,9,509,"MONTREAL, QC",1
510,187,2012-11-04,Oka Road Race,10K Course,00:56:03,M40-49,M,2012-11-04,4,2012,6,11,510,"OKA, QC",0
511,187,2012-05-06,Demi Marathon International de Quebec,Demi-Marathon,02:11:02,M40-49,M,2012-05-06,6,2012,6,5,511,"QUEBEC, QC",0
512,187,2012-04-29,Course Printaniere Oka,21.1 KM,02:07:20,M40-49,M,2012-04-29,29,2012,6,4,512,PARC NATIONAL OKA,0
513,188,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:15:44,M18-24,M,2015-09-20,20,2015,6,9,513,"MONTREAL, QC",1
514,189,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,-1,M55-59,M,2015-09-20,20,2015,6,9,514,"MONTREAL, QC",1
515,189,2013-09-22,Army Run - Course de l'armee,Half-Marathon - Demi-Marathon,01:48:20,M55-59,M,2013-09-22,22,2013,6,9,515,"OTTAWA, ON",0
516,189,2013-08-25,Marathon des Deux Rives Lévis-Québec,Marathon,04:04:34,M50-59,M,2013-08-25,25,2013,6,8,516,"QUEBEC, QC",1
517,189,2013-05-26,Ottawa Race Weekend,Marathon,-1,M55-59,M,2013-05-26,26,2013,6,5,517,"OTTAWA, ON",1
518,189,2013-02-17,Winterman Marathon and Marathon Relays,Half-Marathon,01:56:32,CLYDE,C,2013-02-17,17,2013,6,2,518,"OTTAWA, ON",0
519,189,2012-09-23,Marathon Oasis de Montreal,Marathon,04:11:48,M55-59,M,2012-09-23,23,2012,6,9,519,"MONTREAL, QC",1
520,190,2016-09-10,Ultra-Trail Harricana du Canada (UTHC),uthc28,-1,F30-39,F,2016-09-10,10,2016,5,9,520,"LA MALBAIE, QC",0
521,190,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:47:23,F30-34,F,2014-09-28,28,2014,6,9,521,"MONTREAL, QC",1
522,190,2013-07-06,Mud Hero Halifax,Overall,00:46:51,F30-34,F,2013-07-06,6,2013,5,7,522,"HALIFAX, NS",0
523,190,2013-05-19,Scotiabank Blue Nose Marathon,Recharge with Milk Half Marathon,01:37:14,F30-39,F,2013-05-19,19,2013,6,5,523,"HALIFAX, NS",0
524,191,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:47:17,M40-44,M,2014-09-28,28,2014,6,9,524,"MONTREAL, QC",1
525,192,2015-05-24,Tamarack Ottawa Race Weekend,Marathon,-1,M40-44,M,2015-05-24,24,2015,6,5,525,"OTTAWA, ON",1
526,192,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:52:34,M40-44,M,2014-09-28,28,2014,6,9,526,"MONTREAL, QC",1
527,192,2014-06-08,La Grande Viree des Sentiers St-Bruno,5K Road Race,00:28:22,M40-49,M,2014-06-08,8,2014,6,6,527,ST-BRUNO,0
528,193,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:22:13,M40-44,M,2015-09-20,20,2015,6,9,528,"MONTREAL, QC",1
529,193,2014-09-13,The North Face Ultra-Trail Harricana du Canada,65 KM - Valeurs mobilières Desjardins,10:33:10,M30-39,M,2014-09-13,13,2014,5,9,529,"LA MALBAIE, QC",0
530,193,2013-08-25,Marathon des Deux Rives Lévis-Québec,Marathon,04:32:17,M30-39,M,2013-08-25,25,2013,6,8,530,"QUEBEC, QC",1
531,194,2012-09-23,Marathon Oasis de Montreal,Marathon,03:53:03,M25-29,M,2012-09-23,23,2012,6,9,531,"MONTREAL, QC",1
532,194,2012-06-24,Ironman Mont-Tremblant 70.3,Overall 70.3,05:42:32,M25-29,M,2012-06-24,24,2012,6,6,532,"MONT-TREMBLANT, QC",0
533,194,2012-06-16,Triathlon Lac Beauport,Triathlon,01:50:59,M25-29,M,2012-06-16,16,2012,5,6,533,"LAC-BEAUPORT, QC",0
534,194,2012-05-06,Demi Marathon International de Quebec,Demi-Marathon,01:33:23,M20-29,M,2012-05-06,6,2012,6,5,534,"QUEBEC, QC",0
535,195,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:17:38,M18-24,M,2015-09-20,20,2015,6,9,535,"MONTREAL, QC",1
536,196,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:04:07,M40-44,M,2014-09-28,28,2014,6,9,536,"MONTREAL, QC",1
537,197,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,01:59:43,M35-39,M,2014-09-28,28,2014,6,9,537,"MONTREAL, QC",0
538,197,2014-05-25,Tamarack Ottawa Race Weekend,Half-Marathon,-1,M35-39,M,2014-05-25,25,2014,6,5,538,"OTTAWA, ON",0
539,197,2013-09-22,Marathon Oasis de Montreal,Marathon,04:03:32,M35-39,M,2013-09-22,22,2013,6,9,539,"MONTREAL, QC",1
540,197,2013-05-26,Ottawa Race Weekend,Marathon,-1,M35-39,M,2013-05-26,26,2013,6,5,540,"OTTAWA, ON",1
541,197,2012-09-23,Marathon Oasis de Montreal,Marathon,04:08:10,M35-39,M,2012-09-23,23,2012,6,9,541,"MONTREAL, QC",1
542,197,2012-05-27,Ottawa Race Weekend,Half-Marathon,01:51:42,M35-39,M,2012-05-27,27,2012,6,5,542,"OTTAWA, ON",0
543,198,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:46:51,F40-44,F,2015-09-20,20,2015,6,9,543,"MONTREAL, QC",0
544,198,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:43:43,F40-44,F,2014-09-28,28,2014,6,9,544,"MONTREAL, QC",0
545,198,2014-04-27,Banque Scotia 21km et 5km,Half-Marathon,01:58:08,F40-44,F,2014-04-27,27,2014,6,4,545,"MONTREAL, QC",0
546,198,2013-11-03,Oka Road Race,Half-Marathon,02:12:25,F40-49,F,2013-11-03,3,2013,6,11,546,"OKA, QC",0
547,198,2013-09-22,Marathon Oasis de Montreal,Marathon,-1,F40-44,F,2013-09-22,22,2013,6,9,547,"MONTREAL, QC",1
548,198,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,02:00:50,F35-39,F,2012-09-23,23,2012,6,9,548,"MONTREAL, QC",0
549,199,2013-09-22,Marathon Oasis de Montreal,Marathon,04:19:38,F45-49,F,2013-09-22,22,2013,6,9,549,"MONTREAL, QC",1
550,200,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:14:15,M40-44,M,2015-09-20,20,2015,6,9,550,"MONTREAL, QC",0
551,201,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,10K Marathon,01:25:45,M45-49,M,2015-09-20,20,2015,6,9,551,"MONTREAL, QC",0
552,202,2016-08-28,Marathon SSQ Lévis-Québec,Marathon,-1,M55-59,M,2016-08-28,28,2016,6,8,552,"QUEBEC, QC",1
553,202,2016-07-03,Demi-Marathon de Sherbrooke,Demi-Marathon,01:56:33,M50-59,M,2016-07-03,3,2016,6,7,553,"SHERBROOKE, QC",0
554,202,2015-02-15,Demi Marathon Hypothermique,Demi-Marathon,02:05:37,M50-59,M,2015-02-15,15,2015,6,2,554,"MONTREAL, QC",0
555,202,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:09:19,M50-54,M,2014-09-28,28,2014,6,9,555,"MONTREAL, QC",1
556,202,2014-06-28,Demi Marathon de Sherbrooke,Demi-Marathon,01:56:44,M50-59,M,2014-06-28,28,2014,5,6,556,"SHERBROOKE, QC",0
557,202,2014-02-16,Demi Marathon Hypothermique,Demi-Marathon,02:04:09,M50-59,M,2014-02-16,16,2014,6,2,557,"MONTREAL, QC",0
558,202,2013-09-22,Marathon Oasis de Montreal,Marathon,04:02:14,M50-54,M,2013-09-22,22,2013,6,9,558,"MONTREAL, QC",1
559,202,2013-02-17,Demi Marathon Hypothermique,Demi-Marathon,01:50:00,M50-59,M,2013-02-17,17,2013,6,2,559,"MONTREAL, QC",0
560,202,2012-09-23,Marathon Oasis de Montreal,Marathon,04:15:21,M50-54,M,2012-09-23,23,2012,6,9,560,"MONTREAL, QC",1
561,202,2012-06-30,Demi Marathon de Sherbrooke,Demi-Marathon,01:54:33,M50-59,M,2012-06-30,30,2012,5,6,561,"SHERBROOKE, QC",0
562,202,2012-02-18,Demi Marathon Hypothermique,Demi-Marathon,01:51:20,M50-59,M,2012-02-18,18,2012,5,2,562,"MONTREAL, QC",0
563,203,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,10K Marathon,00:56:42,M30-34,M,2015-09-20,20,2015,6,9,563,"MONTREAL, QC",0
564,203,2015-02-22,Demi-marathon des glaces,Demi-Marathon,01:44:45,M20-29,M,2015-02-22,22,2015,6,2,564,"ANGE-GARDIEN, QC",0
