PARTICIPANT_ID,EVENT_DATE,EVENT_NAME,EVENT_TYPE,TIME,CATEGORY,GENDER,EVENT_DT,DAY,YEAR,DAY_OF_WEEK,MONTH,ID,LOCATION,LABEL,EveTyp,Age1,Age2,AvgAge,Distance,TimePerKm,TimeInSeconds
8177,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:39:39,F55-59,F,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,3,55,59,57,21,456,9579
8178,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:07:03,F18-24,F,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,3,18,24,21,21,363,7623
8182,20-04-2014,Course Printaniere Oka,Demi-Marathon,01:50:22,F 30-39,F,20-04-2014,20,2014,6,4,NULL,PARC NATIONAL OKA,1,3,3,-3,0,21,315,6622
8182,06-10-2013,Classique Du Parc La Fontaine,5K Road Race,00:24:14,F30-39,F,06-10-2013,6,2013,6,10,NULL,MONTREAL QC,1,1,30,39,34,5,290,1454
8183,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,10K Marathon,01:13:31,F50-54,F,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,2,50,54,52,10,441,4411
8183,28-09-2014,Marathon Oasis Rock â€˜nâ€™ Roll de MontrÃ©al,10K Marathon,01:17:01,F45-49,F,28-09-2014,28,2014,6,9,NULL,MONTREAL QC,1,2,45,49,47,10,462,4621
8183,15-06-2014,Mud Hero Montreal,6 KM MUD RUN AND OBSTACLE COURSE,01:26:05,F45-49,F,15-06-2014,15,2014,6,6,NULL,MONT SAINT-BRUNO QC,0,0,45,49,47,0,0,0
8183,11-08-2013,Granfondo Garneau-Cascades,110 km,04:42:20,F40-49,F,11-08-2013,11,2013,6,8,NULL,TROIS-RIVIERES QC,0,0,40,49,44,0,0,0
8183,09-06-2013,Defi Deux-Montagnes,5k,00:31:21,F40-49,F,09-06-2013,9,2013,6,6,NULL,DEUX-MONTAGNES QC,1,1,40,49,44,5,376,1881
8186,28-09-2014,Marathon Oasis Rock â€˜nâ€™ Roll de MontrÃ©al,Demi-Marathon,02:19:58,M45-49,M,28-09-2014,28,2014,6,9,NULL,MONTREAL QC,1,3,45,49,47,21,399,8398
8186,26-05-2013,Ottawa Race Weekend,Half-Marathon - Demi-Marathon,-1,M40-44,M,26-05-2013,26,2013,6,5,NULL,OTTAWA ON,1,3,40,44,42,21,0,0
8187,24-06-2012,Ironman Mont-Tremblant 70.3,Overall 70.3,05:43:22,M55-59,M,24-06-2012,24,2012,6,6,NULL,MONT-TREMBLANT QC,0,0,55,59,57,0,0,0
8188,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,10K Marathon,00:55:59,M35-39,M,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,2,35,39,37,10,335,3359
8189,03-07-2016,Demi-Marathon de Sherbrooke,Demi-Marathon,01:57:16,M50-59,M,03-07-2016,3,2016,6,7,NULL,SHERBROOKE QC,1,3,50,59,54,21,335,7036
8189,28-09-2014,Marathon Oasis Rock â€˜nâ€™ Roll de MontrÃ©al,Demi-Marathon,02:07:25,M50-54,M,28-09-2014,28,2014,6,9,NULL,MONTREAL QC,1,3,50,54,52,21,364,7645
8189,07-09-2014,Coupe Dix30,30K Marathon,02:42:49,M50-59,M,07-09-2014,7,2014,6,9,NULL,BOUCHERVILLE QC,1,4,50,59,54,30,325,9769
8189,24-08-2014,Demi-marathon Bonneville de Lachine,Demi-Marathon,01:55:32,M50-59,M,24-08-2014,24,2014,6,8,NULL,LACHINE,1,3,50,59,54,21,330,6932
8189,25-05-2014,Tamarack Ottawa Race Weekend,Half-Marathon,-1,M50-54,M,25-05-2014,25,2014,6,5,NULL,OTTAWA ON,1,3,50,54,52,21,0,0
8189,21-04-2013,Course Printaniere Oka,Half-Marathon,01:51:10,M 50-59,M,21-04-2013,21,2013,6,4,NULL,PARC NATIONAL OKA,1,3,5,-5,0,21,317,6670
8190,14-08-2016,Demi-marathon de Mont-Tremblant,Demi-Marathon,01:27:59,M20-29,M,14-08-2016,14,2016,6,8,NULL,MONT-TREMBLANT QC,1,3,20,29,24,21,251,5279
8190,20-03-2016,Course et marche populaires de LaSalle,5K Road Race,00:19:50,M20-29,M,20-03-2016,20,2016,6,3,NULL,LASALLE QC,1,1,20,29,24,5,238,1190
8190,21-02-2016,DÃ©fi Hivernal Ile Bizard,5K Road Race,00:21:26,M20-29,M,21-02-2016,21,2016,6,2,NULL,ILE BIZARD,1,1,20,29,24,5,257,1286
8191,28-09-2014,Marathon Oasis Rock â€˜nâ€™ Roll de MontrÃ©al,Demi-Marathon,02:17:08,M45-49,M,28-09-2014,28,2014,6,9,NULL,MONTREAL QC,1,3,45,49,47,21,391,8228
8191,22-09-2013,Marathon Oasis de Montreal,10K Marathon,00:52:55,M45-49,M,22-09-2013,22,2013,6,9,NULL,MONTREAL QC,1,2,45,49,47,10,317,3175
8192,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,10K Marathon,00:50:36,M50-54,M,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,2,50,54,52,10,303,3036
8193,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:37:50,M55-59,M,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,3,55,59,57,21,622,13070
8197,06-09-2015,30 km sur les rives de Boucherville,30K Marathon,04:07:54,M19-,M,06-09-2015,6,2015,6,9,NULL,BOUCHERVILLE QC,1,4,19,0,9,30,495,14874
8197,22-09-2013,Marathon Oasis de Montreal,Demi-Marathon,02:22:14,M18-24,M,22-09-2013,22,2013,6,9,NULL,MONTREAL QC,1,3,18,24,21,21,406,8534
8201,17-08-2016,Le 5km Endurance,5K Road Race,00:21:56,M40-49,M,17-08-2016,17,2016,2,8,NULL,DOLLARD-DES-ORMEAUX QC,1,1,40,49,44,5,263,1316
8203,17-08-2016,Le 5km Endurance,5K Road Race,00:22:45,M50-59,M,17-08-2016,17,2016,2,8,NULL,DOLLARD-DES-ORMEAUX QC,1,1,50,59,54,5,273,1365
8203,08-05-2016,Au rythme de nos foulÃ©es ChÃ¢teauguay,Demi-Marathon,01:56:39,M50-59,M,08-05-2016,8,2016,6,5,NULL,CHï¿½TEAUGUAY QC,1,3,50,59,54,21,333,6999
8203,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:49:52,M50-54,M,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,3,50,54,52,21,313,6592
8203,03-11-2013,Oka Road Race,Half-Marathon,01:41:16,M50-59,M,03-11-2013,3,2013,6,11,NULL,OKA QC,1,3,50,59,54,21,289,6076
8203,12-08-2012,Granfondo Garneau-Cascades,110km,02:59:35,M41-50,M,12-08-2012,12,2012,6,8,NULL,TROIS-RIVIERES QC,0,0,41,50,45,0,0,0
8203,08-07-2012,Coupe Dix30 2012,10K Marathon,00:48:26,M50-59,M,08-07-2012,8,2012,6,7,NULL,BOUCHERVILLE QC,1,2,50,59,54,10,290,2906
8203,13-05-2012,Au rythme de nos foulÃ©es ChÃ¢teauguay,5K Road Race,00:22:49,M50-59,M,13-05-2012,13,2012,6,5,NULL,CHï¿½TEAUGUAY QC,1,1,50,59,54,5,273,1369
8203,25-03-2012,Course et marche populaires de LaSalle,5K Road Race,00:23:00,M50-59,M,25-03-2012,25,2012,6,3,NULL,LASALLE QC,1,1,50,59,54,5,276,1380
8204,24-07-2016,Ironman Lake Placid,Individual Results,09:55:56,M30-34,M,24-07-2016,24,2016,6,7,NULL,USA NY,0,0,30,34,32,0,0,0
8204,12-09-2015,Triathlon Esprit de Montreal,Demi Esprit,04:52:07,M25-29,M,12-09-2015,12,2015,5,9,NULL,MONTREAL QC,0,0,25,29,27,0,0,0
8204,21-06-2015,Ironman 70.3 Mont-Tremblant,Individual,05:30:56,M25-29,M,21-06-2015,21,2015,6,6,NULL,MONT-TREMBLANT QC,0,0,25,29,27,0,0,0
8205,28-09-2014,Marathon Oasis Rock â€˜nâ€™ Roll de MontrÃ©al,Demi-Marathon,01:42:57,M35-39,M,28-09-2014,28,2014,6,9,NULL,MONTREAL QC,1,3,35,39,37,21,294,6177
8205,02-08-2014,Vert le Raid - Demi-Marathon de l'Isle-aux-Coudres,Half-Marathon,01:51:05,M30-39,M,02-08-2014,2,2014,5,8,NULL,ISLE-AUX-COUDRES,1,3,30,39,34,21,317,6665
8205,19-10-2013,Cross-Country Saint-Laurent Select,5K Road Race,00:22:09,M30-39,M,19-10-2013,19,2013,5,10,NULL,ST-LAURENT QC,1,1,30,39,34,5,265,1329
8205,22-09-2013,Marathon Oasis de Montreal,10K Marathon,00:46:23,M35-39,M,22-09-2013,22,2013,6,9,NULL,MONTREAL QC,1,2,35,39,37,10,278,2783
8205,01-06-2013,Defi Physio Extra de Terrebonne,10K Marathon,00:47:11,M30-39,M,01-06-2013,1,2013,5,6,NULL,TERREBONNE QC,1,2,30,39,34,10,283,2831
8205,24-06-2012,Coupe Dix30 2012,10K Marathon,00:49:21,M30-39,M,24-06-2012,24,2012,6,6,NULL,LONGUEUIL QC,1,2,30,39,34,10,296,2961
8205,26-05-2012,Defi Physio Extra de Terrebonne,5K Road Race,00:24:54,M30-39,M,26-05-2012,26,2012,5,5,NULL,TERREBONNE QC,1,1,30,39,34,5,298,1494
8208,28-09-2014,Marathon Oasis Rock â€˜nâ€™ Roll de MontrÃ©al,Demi-Marathon,03:08:36,M30-34,M,28-09-2014,28,2014,6,9,NULL,MONTREAL QC,1,3,30,34,32,21,538,11316
8208,13-09-2014,The North Face Ultra-Trail Harricana du Canada,65 KM - Valeurs mobiliÃ¨res Desjardins,08:37:32,M30-39,M,13-09-2014,13,2014,5,9,NULL,LA MALBAIE QC,0,0,30,39,34,0,0,0
8211,19-05-2013,Ironman Florida 70.3,Overall Results,06:36:12,M25-29,M,19-05-2013,19,2013,6,5,NULL,HAINES CITY FL,0,0,25,29,27,0,0,0
8211,23-09-2012,Defi Velo Mag,Triathlon 60-40-5,04:53:45,M20-29,M,23-09-2012,23,2012,6,9,NULL,SHAWINIGAN QC,0,0,20,29,24,0,0,0
8211,23-09-2012,Defi Velo Mag,40 Km Velo de Montagne,02:08:31,M20-29,M,23-09-2012,23,2012,6,9,NULL,SHAWINIGAN QC,0,0,20,29,24,0,0,0
8211,22-09-2012,Defi Velo Mag,60 Km,02:12:17,M20-29,M,22-09-2012,22,2012,5,9,NULL,SHAWINIGAN QC,0,0,20,29,24,0,0,0
8212,30-03-2014,Course et marche populaires de LaSalle,10K Marathon,00:58:23,F40-49,F,30-03-2014,30,2014,6,3,NULL,LASALLE QC,1,2,40,49,44,10,350,3503
8213,06-09-2015,30 km sur les rives de Boucherville,30K Marathon,03:15:09,F60-69,F,06-09-2015,6,2015,6,9,NULL,BOUCHERVILLE QC,1,4,60,69,64,30,390,11709
8213,04-11-2012,Oka Road Race,Demi-Marathon,01:56:38,F60-69,F,04-11-2012,4,2012,6,11,NULL,OKA QC,1,3,60,69,64,21,333,6998
8213,29-04-2012,Banque Scotia 21km et 5km,21.1 KM,01:55:54,F60-64,F,29-04-2012,29,2012,6,4,NULL,MONTREAL QC,0,0,60,64,62,0,0,0
8215,25-06-2016,5i50 Mont-Tremblant,5i50 Individuel,02:39:16,F30-34,F,25-06-2016,25,2016,5,6,NULL,MONT-TREMBLANT QC,0,0,30,34,32,0,0,0
8215,09-08-2015,Triathlon de Verdun,Triathlon sprint - Coupe du QuÃ©bec,01:18:51,F30-34,F,09-08-2015,9,2015,6,8,NULL,VERDUN QC,0,0,30,34,32,0,0,0
8215,25-07-2015,TrimemphrÃ© Magog,Triathlon Olympique,02:55:09,F30-34,F,25-07-2015,25,2015,5,7,NULL,MAGOG QC,0,0,30,34,32,0,0,0
8215,04-07-2015,Triathlon de Gatineau,Triathlon Sprint - Coupe du QuÃ©bec et Forces Cana,01:18:50,F30-34,F,04-07-2015,4,2015,5,7,NULL,GATINEAU QC,0,0,30,34,32,0,0,0
8215,31-05-2015,Triathlon Challenge Antoine-Manseau Joliette,Triathlon sprint AG Coupe du QuÃ©bec,01:20:52,F30-34,F,31-05-2015,31,2015,6,5,NULL,JOLIETTE QC,0,0,30,34,32,0,0,0
8215,10-08-2014,Triathlon Verdun,Triathlon Sprint,01:28:05,F30-34,F,10-08-2014,10,2014,6,8,NULL,VERDUN QC,0,0,30,34,32,0,0,0
8215,15-06-2014,Defi Triathlon Optimiste de Lachine,Triathlon 16+,01:09:06,F16+,F,15-06-2014,15,2014,6,6,NULL,LACHINE,0,0,16,0,8,0,0,0
8215,22-09-2013,Marathon Oasis de Montreal,Demi-Marathon,01:41:50,F25-29,F,22-09-2013,22,2013,6,9,NULL,MONTREAL QC,1,3,25,29,27,21,290,6110
8215,29-06-2013,Demi Marathon de Sherbrooke,Demi-Marathon,01:48:23,F20-29,F,29-06-2013,29,2013,5,6,NULL,SHERBROOKE QC,1,3,20,29,24,21,309,6503
8215,26-05-2013,Ottawa Race Weekend,Half-Marathon - Demi-Marathon,-1,F25-29,F,26-05-2013,26,2013,6,5,NULL,OTTAWA ON,1,3,25,29,27,21,0,0
8215,04-11-2012,Oka Road Race,Demi-Marathon,01:47:42,F20-29,F,04-11-2012,4,2012,6,11,NULL,OKA QC,1,3,20,29,24,21,307,6462
8215,14-10-2012,Classique Du Parc La Fontaine,10K Marathon,00:45:59,F20-29,F,14-10-2012,14,2012,6,10,NULL,MONTREAL QC,1,2,20,29,24,10,275,2759
8215,17-06-2012,Tour du Lac Brome,20 KM,01:44:10,F20-29,F,17-06-2012,17,2012,6,6,NULL,LAC-BROME QC,0,0,20,29,24,0,0,0
8215,29-04-2012,Banque Scotia 21km et 5km,21.1 KM,01:48:19,F25-29,F,29-04-2012,29,2012,6,4,NULL,MONTREAL QC,0,0,25,29,27,0,0,0
8216,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,10K Marathon,00:52:04,M40-44,M,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,2,40,44,42,10,312,3124
8217,30-05-2015,Demi-Marathon des Vignobles,10K Marathon,00:44:04,M30-39,M,30-05-2015,30,2015,5,5,NULL,ST-PAUL-D'ABBOTSFORD QC,1,2,30,39,34,10,264,2644
8218,28-08-2016,Marathon SSQ LÃ©vis-QuÃ©bec,Demi-Marathon,-1,M55-59,M,28-08-2016,28,2016,6,8,NULL,QUEBEC QC,1,3,55,59,57,21,0,0
8218,29-05-2016,Tamarack Ottawa Race Weekend,Half-Marathon,-1,M55-59,M,29-05-2016,29,2016,6,5,NULL,OTTAWA ON,1,3,55,59,57,21,0,0
8218,24-05-2015,Tamarack Ottawa Race Weekend,Half-Marathon,-1,M55-59,M,24-05-2015,24,2015,6,5,NULL,OTTAWA ON,1,3,55,59,57,21,0,0
8218,24-08-2014,Marathon SSQ LÃ©vis-QuÃ©bec,Demi-Marathon,-1,M50-59,M,24-08-2014,24,2014,6,8,NULL,QUEBEC QC,1,3,50,59,54,21,0,0
8218,11-05-2014,Au rythme de nos foulÃ©es ChÃ¢teauguay,Demi-Marathon,01:57:57,M50-59,M,11-05-2014,11,2014,6,5,NULL,CHï¿½TEAUGUAY QC,1,3,50,59,54,21,337,7077
8218,22-09-2013,Marathon Oasis de Montreal,Demi-Marathon,01:54:04,M50-54,M,22-09-2013,22,2013,6,9,NULL,MONTREAL QC,1,3,50,54,52,21,325,6844
8218,25-08-2013,Marathon des Deux Rives LÃ©vis-QuÃ©bec,10K Marathon,00:50:44,M50-59,M,25-08-2013,25,2013,6,8,NULL,QUEBEC QC,1,2,50,59,54,10,304,3044
8218,16-06-2013,Defi des escaliers,13 km,01:31:17,M50-59,M,16-06-2013,16,2013,6,6,NULL,QUEBEC QC,0,0,50,59,54,0,0,0
8218,20-10-2012,Cross-Country Saint-Laurent Select,5K Road Race,00:24:23,M50-59,M,20-10-2012,20,2012,5,10,NULL,ST-LAURENT QC,1,1,50,59,54,5,292,1463
8218,14-10-2012,Classique Du Parc La Fontaine,5K Road Race,00:24:43,M50-59,M,14-10-2012,14,2012,6,10,NULL,MONTREAL QC,1,1,50,59,54,5,296,1483
8218,07-10-2012,Le Cross Des Couleurs,10K Marathon,01:02:45,M50-59,M,07-10-2012,7,2012,6,10,NULL,LES CEDRES,1,2,50,59,54,10,376,3765
8218,16-09-2012,La Grande Vadrouille,5K Road Race,00:26:46,M50-59,M,16-09-2012,16,2012,6,9,NULL,VAUDREUIL QC,1,1,50,59,54,5,321,1606
8218,15-08-2012,Le 5km Endurance,5K Road Race,00:24:19,M50-59,M,15-08-2012,15,2012,2,8,NULL,DOLLARD-DES-ORMEAUX QC,1,1,50,59,54,5,291,1459
8218,05-08-2012,DÃ©fi BorÃ©al Sainte-Anne-de-Bellevue,10K Marathon,00:58:18,M50-59,M,05-08-2012,5,2012,6,8,NULL,ST-ANNE-DE-BELLEVUE,1,2,50,59,54,10,349,3498
8218,03-06-2012,DÃ©fi Tri-O-Lacs,5K Road Race,00:24:45,M50-59,M,03-06-2012,3,2012,6,6,NULL,COTEAU DU LAC,1,1,50,59,54,5,297,1485
8218,13-05-2012,Au rythme de nos foulÃ©es ChÃ¢teauguay,Demi-Marathon,01:57:15,M50-59,M,13-05-2012,13,2012,6,5,NULL,CHï¿½TEAUGUAY QC,1,3,50,59,54,21,335,7035
8218,06-05-2012,DÃ©fi course et marche Desjardins Sainte ThÃ©rÃ¨se,5K Road Race,00:24:51,M50-59,M,06-05-2012,6,2012,6,5,NULL,ST-THï¿½Rï¿½SE,1,1,50,59,54,5,298,1491
8218,22-04-2012,Course Saint-Laurent,10K Marathon,00:53:23,M50-59,M,22-04-2012,22,2012,6,4,NULL,ST-LAURENT QC,1,2,50,59,54,10,320,3203
8218,25-03-2012,Course et marche populaires de LaSalle,5K Road Race,00:25:29,M50-59,M,25-03-2012,25,2012,6,3,NULL,LASALLE QC,1,1,50,59,54,5,305,1529
8218,19-02-2012,DÃ©fi Hivernal Ile Bizard,10K Marathon,00:52:33,M50-59,M,19-02-2012,19,2012,6,2,NULL,ILE BIZARD,1,2,50,59,54,10,315,3153
8219,03-11-2013,Oka Road Race,Half-Marathon,01:27:55,M30-39,M,03-11-2013,3,2013,6,11,NULL,OKA QC,1,3,30,39,34,21,251,5275
8219,18-08-2013,Vert le Raid - XC de la Vallee,Half-Marathon,02:31:08,M30-39,M,18-08-2013,18,2013,6,8,NULL,ST-RAYMOND QC,1,3,30,39,34,21,431,9068
8219,26-05-2013,Course pour vaincre la Sclerose en Plaques Mont-Tr,10K,00:40:17,M30-49,M,26-05-2013,26,2013,6,5,NULL,MONT-TREMBLANT QC,0,0,30,49,39,0,0,0
8219,05-05-2013,Demi Marathon International Oasis de Levis,Demi-Marathon,01:28:40,M30-39,M,05-05-2013,5,2013,6,5,NULL,QUEBEC QC,1,3,30,39,34,21,253,5320
8219,14-10-2012,Defi du Tour du Lac Beauport,Half-Marathon,01:19:02,M30-39,M,14-10-2012,14,2012,6,10,NULL,QUEBEC QC,1,3,30,39,34,21,225,4742
8219,23-09-2012,Marathon Oasis de Montreal,Demi-Marathon,01:30:36,M35-39,M,23-09-2012,23,2012,6,9,NULL,MONTREAL QC,1,3,35,39,37,21,258,5436
8219,06-05-2012,Demi Marathon International de Quebec,Demi-Marathon,01:33:20,M30-39,M,06-05-2012,6,2012,6,5,NULL,QUEBEC QC,1,3,30,39,34,21,266,5600
8221,19-06-2016,Courses Thematiques Tour du Lac Brome Merrell,20 KM,02:00:02,M40-49,M,19-06-2016,19,2016,6,6,NULL,LAC-BROME QC,0,0,40,49,44,0,0,0
8221,14-06-2015,Tour du Lac Brome Merrell,20 KM,01:59:14,M30-39,M,14-06-2015,14,2015,6,6,NULL,LAC-BROME QC,0,0,30,39,34,0,0,0
8221,15-06-2014,Tour du Lac Brome,20 KM,02:05:27,M30-39,M,15-06-2014,15,2014,6,6,NULL,LAC-BROME QC,0,0,30,39,34,0,0,0
8221,16-06-2013,Tour du Lac Brome,20 KM,02:03:57,M30-39,M,16-06-2013,16,2013,6,6,NULL,LAC-BROME QC,0,0,30,39,34,0,0,0
8221,26-05-2013,Ottawa Race Weekend,Half-Marathon - Demi-Marathon,-1,M35-39,M,26-05-2013,26,2013,6,5,NULL,OTTAWA ON,1,3,35,39,37,21,0,0
8225,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:07:36,M35-39,M,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,3,35,39,37,21,364,7656
8233,09-06-2013,La Grande Viree des Sentiers St-Bruno,20 KM,01:22:35,M-JUN,M,09-06-2013,9,2013,6,6,NULL,ST-BRUNO,0,0,0,0,0,0,0,0
8233,20-10-2012,Cross-Country Saint-Laurent Select,5K Road Race,00:19:33,F16-17,F,20-10-2012,20,2012,5,10,NULL,ST-LAURENT QC,1,1,16,17,16,5,234,1173
8233,14-10-2012,Classique Du Parc La Fontaine,5K Road Race,00:19:18,M16-17,M,14-10-2012,14,2012,6,10,NULL,MONTREAL QC,1,1,16,17,16,5,231,1158
8235,22-09-2013,Marathon Oasis de Montreal,Demi-Marathon,01:56:10,M40-44,M,22-09-2013,22,2013,6,9,NULL,MONTREAL QC,1,3,40,44,42,21,331,6970
8235,12-08-2012,Demi-Marathon du Mont-Tremblant,Demi-Marathon,01:48:14,M40-49,M,12-08-2012,12,2012,6,8,NULL,MONT-TREMBLANT QC,1,3,40,49,44,21,309,6494
8236,04-08-2013,DÃ©fi BorÃ©al Sainte-Anne-de-Bellevue,10K Marathon,00:51:03,M40-49,M,04-08-2013,4,2013,6,8,NULL,ST-ANNE-DE-BELLEVUE,1,2,40,49,44,10,306,3063
8236,01-06-2013,Defi Physio Extra de Terrebonne,5K Road Race,00:24:18,M40-49,M,01-06-2013,1,2013,5,6,NULL,TERREBONNE QC,1,1,40,49,44,5,291,1458
8236,14-04-2013,Course Saint-Laurent,10K Marathon,00:52:40,M40-49,M,14-04-2013,14,2013,6,4,NULL,ST-LAURENT QC,1,2,40,49,44,10,316,3160
8236,05-08-2012,DÃ©fi BorÃ©al Sainte-Anne-de-Bellevue,20 KM,02:06:25,M40-49,M,05-08-2012,5,2012,6,8,NULL,ST-ANNE-DE-BELLEVUE,0,0,40,49,44,0,0,0
8236,08-07-2012,Coupe Dix30 2012,10K Marathon,00:55:00,M40-49,M,08-07-2012,8,2012,6,7,NULL,BOUCHERVILLE QC,1,2,40,49,44,10,330,3300
8237,20-03-2016,Course et marche populaires de LaSalle,10K Marathon,00:50:32,M50-59,M,20-03-2016,20,2016,6,3,NULL,LASALLE QC,1,2,50,59,54,10,303,3032
8237,27-09-2015,Course MEC Longueuil #5,15 KM,01:20:07,M50-59,M,27-09-2015,27,2015,6,9,NULL,LONGUEUIL QC,0,0,50,59,54,0,0,0
8237,09-09-2012,Demi-Marathon Granby,Demi-Marathon,01:51:13,M50-59,M,09-09-2012,9,2012,6,9,NULL,GRANBY QC,1,3,50,59,54,21,317,6673
8237,14-07-2012,Demi-Marathon Marcel Jobin,Half-Marathon,01:53:23,M50-59,M,14-07-2012,14,2012,5,7,NULL,YAMACHICHE QC,1,3,50,59,54,21,323,6803
8237,17-06-2012,Tour du Lac Brome,20 KM,01:48:29,M50-59,M,17-06-2012,17,2012,6,6,NULL,LAC-BROME QC,0,0,50,59,54,0,0,0
8237,06-05-2012,Course du Fort de Chambly,10K Marathon,00:53:36,M50-59,M,06-05-2012,6,2012,6,5,NULL,CHAMBLY QC,1,2,50,59,54,10,321,3216
8238,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:52:22,F35-39,F,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,3,35,39,37,21,492,10342
8238,23-08-2015,Demi-Marathon Bonneville de Lachine,21.1 KM,-1,F30-39,F,23-08-2015,23,2015,6,8,NULL,MONTREAL QC,0,0,30,39,34,0,0,0
8239,03-04-2016,Around the Bay 30K Road Race,30K Marathon,03:05:45,F35-39,F,03-04-2016,3,2016,6,4,NULL,HAMILTON ON,1,4,35,39,37,30,371,11145
8239,07-06-2015,Niagara Falls Women's Half Marathon,Half-Marathon,02:01:03,F35-39,F,07-06-2015,7,2015,6,6,NULL,NIAGARA ON,1,3,35,39,37,21,345,7263
8239,29-03-2015,Around the Bay 30K Road Race,30K Marathon,03:08:18,F35-39,F,29-03-2015,29,2015,6,3,NULL,HAMILTON ON,1,4,35,39,37,30,376,11298
8240,10-08-2014,Granfondo Garneau-Cascades,KING OF THE MOUNTAIN,00:02:34,M30-39,M,10-08-2014,10,2014,6,8,NULL,TROIS-RIVIERES QC,0,0,30,39,34,0,0,0
8240,10-08-2014,Granfondo Garneau-Cascades,GRAN FONDO,02:56:28,M30-39,M,10-08-2014,10,2014,6,8,NULL,TROIS-RIVIERES QC,0,0,30,39,34,0,0,0
8240,03-08-2014,Triathlon Ste-Agathe,Duathlon Sprint,01:30:25,M35-39,M,03-08-2014,3,2014,6,8,NULL,ST-AGATHE QC,0,0,35,39,37,0,0,0
8240,24-05-2014,Tamarack Ottawa Race Weekend,Lowertown Brewery Ottawa 10K,-1,M35-39,M,24-05-2014,24,2014,5,5,NULL,OTTAWA ON,0,0,35,39,37,0,0,0
8240,12-08-2012,Granfondo Garneau-Cascades,110km,03:33:41,M31-40,M,12-08-2012,12,2012,6,8,NULL,TROIS-RIVIERES QC,0,0,31,40,35,0,0,0
8241,25-05-2014,Tamarack Ottawa Race Weekend,Half-Marathon,-1,M35-39,M,25-05-2014,25,2014,6,5,NULL,OTTAWA ON,1,3,35,39,37,21,0,0
8241,23-09-2012,Marathon Oasis de Montreal,Demi-Marathon,02:02:30,M35-39,M,23-09-2012,23,2012,6,9,NULL,MONTREAL QC,1,3,35,39,37,21,350,7350
8245,10-09-2016,Ultra-Trail Harricana du Canada (UTHC),uthc125,-1,M40-49,M,10-09-2016,10,2016,5,9,NULL,LA MALBAIE QC,0,0,40,49,44,0,0,0
8245,24-08-2016,Ironman Mont-Tremblant,Overall Results,11:09:36,M45-49,M,24-08-2016,24,2016,2,8,NULL,MONT-TREMBLANT QC,0,0,45,49,47,0,0,0
8245,19-09-2015,Ultra-Trail Harricana du Canada (UTHC),125 KM,15:39:53,M40-49,M,19-09-2015,19,2015,5,9,NULL,LA MALBAIE QC,0,0,40,49,44,0,0,0
8245,16-08-2015,Vert le Raid - XC de la Vallee,TRANS-VALLEE,08:44:26,M40-49,M,16-08-2015,16,2015,6,8,NULL,ST-RAYMOND QC,0,0,40,49,44,0,0,0
8245,16-08-2015,Vert le Raid - XC de la Vallee,Half-Marathon,02:44:36,M40-49,M,16-08-2015,16,2015,6,8,NULL,ST-RAYMOND QC,1,3,40,49,44,21,470,9876
8245,15-08-2015,Vert le Raid - XC de la Vallee,35 KM,05:03:50,M40-49,M,15-08-2015,15,2015,5,8,NULL,ST-RAYMOND QC,0,0,40,49,44,0,0,0
8245,14-08-2015,Vert le Raid - XC de la Vallee,10 KM de Nuit,00:56:01,M40-49,M,14-08-2015,14,2015,4,8,NULL,ST-RAYMOND QC,0,0,40,49,44,0,0,0
8245,21-06-2015,Ironman 70.3 Mont-Tremblant,Individual,04:52:46,M40-44,M,21-06-2015,21,2015,6,6,NULL,MONT-TREMBLANT QC,0,0,40,44,42,0,0,0
8245,26-04-2015,Banque Scotia 21K de Montreal,Demi-Marathon,01:23:18,M40-44,M,26-04-2015,26,2015,6,4,NULL,MONTREAL QC,1,3,40,44,42,21,238,4998
8245,13-09-2014,The North Face Ultra-Trail Harricana du Canada,65 KM - Valeurs mobiliÃ¨res Desjardins,07:10:46,M40-49,M,13-09-2014,13,2014,5,9,NULL,LA MALBAIE QC,0,0,40,49,44,0,0,0
